"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"45674_at"	"7.43e-06"	"1.17e-07"	"-5.530053"	"7.31938"	"-0.7481356"	"RAI2"	"retinoic acid induced 2"
"45270_at"	"7.43e-06"	"1.17e-07"	"-5.529518"	"7.31693"	"-0.5111943"	"YPEL5"	"yippee-like 5 (Drosophila)"
"44841_at"	"7.43e-06"	"1.18e-07"	"-5.528913"	"7.31414"	"-0.5414044"	"SMAD3"	"SMAD family member 3"
"44606_at"	"7.64e-06"	"1.22e-07"	"5.522168"	"7.28315"	"0.7676209"	"AIF1L"	"allograft inflammatory factor 1-like"
"47427_at"	"8.05e-06"	"1.29e-07"	"5.510255"	"7.22848"	"0.7705632"	"TMEM132A"	"transmembrane protein 132A"
"42568_at"	"8.64e-06"	"1.39e-07"	"5.494465"	"7.15614"	"0.5883346"	""	""
"51960_at"	"8.68e-06"	"1.40e-07"	"-5.492678"	"7.14795"	"-0.590405"	"COPZ2"	"coatomer protein complex, subunit zeta 2"
"48663_at"	"9.01e-06"	"1.46e-07"	"5.48373"	"7.10703"	"0.9574395"	""	""
"44339_at"	"9.50e-06"	"1.55e-07"	"5.471709"	"7.05213"	"1.1083649"	""	""
"46116_at"	"9.70e-06"	"1.59e-07"	"-5.466504"	"7.02838"	"-1.0195491"	"S1PR3"	"sphingosine-1-phosphate receptor 3"
"53162_at"	"9.77e-06"	"1.62e-07"	"-5.462325"	"7.00933"	"-1.0266827"	"FHL3"	"four and a half LIM domains 3"
"54145_at"	"9.77e-06"	"1.63e-07"	"-5.462002"	"7.00786"	"-0.6657516"	"KPNA3"	"karyopherin alpha 3 (importin alpha 4)"
"51030_at"	"9.77e-06"	"1.63e-07"	"-5.461812"	"7.00699"	"-0.792251"	"ANO5"	"anoctamin 5"
"52170_at"	"1.02e-05"	"1.70e-07"	"-5.452289"	"6.96361"	"-1.0617531"	"LPAR1"	"lysophosphatidic acid receptor 1"
"44140_at"	"1.05e-05"	"1.77e-07"	"5.444477"	"6.92806"	"0.8132396"	"EPB41L4B"	"erythrocyte membrane protein band 4.1 like 4B"
"43436_g_at"	"1.09e-05"	"1.84e-07"	"5.435887"	"6.88902"	"0.779326"	"AR"	"androgen receptor"
"57030_at"	"1.11e-05"	"1.88e-07"	"-5.431193"	"6.8677"	"-0.8708481"	"SH3PXD2A"	"SH3 and PX domains 2A"
"57745_s_at"	"1.11e-05"	"1.90e-07"	"5.429838"	"6.86155"	"0.7571622"	"ATG4D"	"autophagy related 4D, cysteine peptidase"
"56172_at"	"1.14e-05"	"1.96e-07"	"5.423324"	"6.83199"	"1.0579113"	"KIAA1244"	"KIAA1244"
"47964_at"	"1.15e-05"	"1.97e-07"	"5.421856"	"6.82533"	"0.8959588"	"FNBP4"	"formin binding protein 4"
"58777_at"	"1.16e-05"	"2.01e-07"	"5.41796"	"6.80767"	"1.1706632"	""	""
"56226_at"	"1.16e-05"	"2.02e-07"	"5.416465"	"6.80089"	"0.7065359"	"AGO2"	"argonaute RISC catalytic component 2"
"46314_at"	"1.19e-05"	"2.07e-07"	"-5.411638"	"6.77903"	"-0.6588481"	"YAP1"	"Yes-associated protein 1"
"42688_at"	"1.19e-05"	"2.09e-07"	"5.409246"	"6.7682"	"0.6597059"	""	""
"43301_at"	"1.21e-05"	"2.12e-07"	"5.406212"	"6.75446"	"0.9731141"	"KMT2E"	"lysine (K)-specific methyltransferase 2E"
"48041_at"	"1.23e-05"	"2.18e-07"	"5.400304"	"6.72774"	"0.9696131"	"ISOC2"	"isochorismatase domain containing 2"
"44986_s_at"	"1.25e-05"	"2.23e-07"	"-5.396068"	"6.70859"	"-0.5592952"	"SMAD3"	"SMAD family member 3"
"53661_at"	"1.25e-05"	"2.24e-07"	"5.395461"	"6.70584"	"0.6101595"	""	""
"57736_at"	"1.27e-05"	"2.28e-07"	"5.390996"	"6.68567"	"0.4751086"	"GID8"	"GID complex subunit 8"
"58509_at"	"1.28e-05"	"2.31e-07"	"5.388755"	"6.67555"	"0.5736017"	"TMEM260"	"transmembrane protein 260"
"54043_at"	"1.37e-05"	"2.48e-07"	"-5.373448"	"6.6065"	"-1.0216561"	"UBE2QL1"	"ubiquitin-conjugating enzyme E2Q family-like 1"
"53490_at"	"1.38e-05"	"2.51e-07"	"5.370981"	"6.59539"	"0.9210542"	"NUF2"	"NUF2, NDC80 kinetochore complex component"
"45786_at"	"1.41e-05"	"2.58e-07"	"-5.36541"	"6.5703"	"-1.1152075"	"PLAC9"	"placenta-specific 9"
"48069_at"	"1.46e-05"	"2.68e-07"	"5.357299"	"6.53381"	"1.1485406"	""	""
"43964_at"	"1.50e-05"	"2.76e-07"	"-5.351183"	"6.50632"	"-0.6349471"	"SH3PXD2B"	"SH3 and PX domains 2B"
"45595_at"	"1.51e-05"	"2.80e-07"	"-5.348361"	"6.49364"	"-0.7469973"	"PIANP"	"PILR alpha associated neural protein"
"42838_f_at"	"1.62e-05"	"3.00e-07"	"5.333265"	"6.42591"	"0.7194452"	"MAP3K8"	"mitogen-activated protein kinase kinase kinase 8"
"55922_at"	"1.71e-05"	"3.18e-07"	"5.320973"	"6.37085"	"1.0232936"	""	""
"45178_at"	"1.74e-05"	"3.26e-07"	"-5.315587"	"6.34676"	"-0.8188564"	"RAP1A"	"RAP1A, member of RAS oncogene family"
"42912_at"	"1.77e-05"	"3.32e-07"	"5.311959"	"6.33054"	"1.1393814"	""	""
"45233_at"	"1.79e-05"	"3.37e-07"	"-5.30854"	"6.31526"	"-0.5378699"	"NGRN"	"neugrin, neurite outgrowth associated"
"50690_at"	"1.79e-05"	"3.40e-07"	"5.307108"	"6.30887"	"0.8122538"	"NUFIP2"	"nuclear fragile X mental retardation protein interacting protein 2"
"51772_at"	"1.80e-05"	"3.44e-07"	"-5.304688"	"6.29806"	"-1.3174063"	"CCBE1"	"collagen and calcium binding EGF domains 1"
"45692_at"	"1.81e-05"	"3.46e-07"	"-5.30336"	"6.29213"	"-0.9820978"	"BVES"	"blood vessel epicardial substance"
"55675_at"	"1.81e-05"	"3.48e-07"	"-5.302123"	"6.28661"	"-0.7434454"	"TEAD2"	"TEA domain family member 2"
"53710_at"	"1.87e-05"	"3.61e-07"	"-5.293959"	"6.25018"	"-0.7481411"	"MXRA7"	"matrix-remodelling associated 7"
"59301_at"	"1.87e-05"	"3.63e-07"	"-5.293276"	"6.24714"	"-1.0078208"	"ADCY5"	"adenylate cyclase 5"
"49849_at"	"1.90e-05"	"3.72e-07"	"5.287825"	"6.22284"	"0.7593819"	""	""
"45991_at"	"1.90e-05"	"3.72e-07"	"5.287521"	"6.22149"	"0.9437143"	"KIAA1244"	"KIAA1244"
"42825_at"	"1.90e-05"	"3.73e-07"	"5.287115"	"6.21968"	"0.5513626"	""	""
"45509_g_at"	"1.91e-05"	"3.75e-07"	"-5.285825"	"6.21393"	"-0.656085"	"NDUFS4"	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"
"49452_at"	"1.95e-05"	"3.85e-07"	"-5.280338"	"6.1895"	"-0.5654056"	"ACACB"	"acetyl-CoA carboxylase beta"
"55017_at"	"2.00e-05"	"3.97e-07"	"5.273879"	"6.16077"	"0.5957023"	"MANEAL"	"mannosidase, endo-alpha-like"
"53477_at"	"2.03e-05"	"4.03e-07"	"5.270509"	"6.14578"	"0.6753194"	"ZCCHC7"	"zinc finger, CCHC domain containing 7"
"46702_at"	"2.04e-05"	"4.09e-07"	"5.267342"	"6.13171"	"0.5103237"	"TTYH3"	"tweety family member 3"
"55393_at"	"2.04e-05"	"4.10e-07"	"5.266824"	"6.12941"	"1.1861685"	"PCBP2"	"poly(rC) binding protein 2"
"46494_at"	"2.05e-05"	"4.13e-07"	"-5.265722"	"6.12452"	"-1.1695383"	""	""
"46944_at"	"2.08e-05"	"4.21e-07"	"5.261589"	"6.10616"	"1.1328764"	""	""
"43370_at"	"2.10e-05"	"4.26e-07"	"-5.259062"	"6.09495"	"-0.5744321"	"MSRB2"	"methionine sulfoxide reductase B2"
"55569_at"	"2.11e-05"	"4.30e-07"	"-5.256917"	"6.08543"	"-1.0438983"	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"
"49368_at"	"2.17e-05"	"4.44e-07"	"5.249914"	"6.05437"	"0.62544"	"ALDH6A1"	"aldehyde dehydrogenase 6 family, member A1"
"51253_at"	"2.19e-05"	"4.50e-07"	"-5.247026"	"6.04158"	"-0.6908299"	"ZBTB4"	"zinc finger and BTB domain containing 4"
"44649_at"	"2.20e-05"	"4.54e-07"	"5.245119"	"6.03313"	"0.7052562"	"CDCA3"	"cell division cycle associated 3"
"48120_at"	"2.30e-05"	"4.77e-07"	"5.234787"	"5.98739"	"0.6924921"	"HID1"	"HID1 domain containing"
"44057_at"	"2.38e-05"	"4.94e-07"	"-5.227214"	"5.95391"	"-1.0521793"	"NAV2"	"neuron navigator 2"
"50945_at"	"2.41e-05"	"5.03e-07"	"5.223534"	"5.93766"	"0.4626653"	""	""
"46531_g_at"	"2.44e-05"	"5.11e-07"	"5.219833"	"5.92132"	"0.6945571"	"FGFR1OP"	"FGFR1 oncogene partner"
"42281_at"	"2.45e-05"	"5.15e-07"	"5.218225"	"5.91422"	"0.695363"	""	""
"46215_at"	"2.49e-05"	"5.25e-07"	"-5.214185"	"5.89639"	"-0.513792"	"NFAT5"	"nuclear factor of activated T-cells 5, tonicity-responsive"
"56929_at"	"2.60e-05"	"5.50e-07"	"-5.204085"	"5.85188"	"-0.6495419"	"ENAH"	"enabled homolog (Drosophila)"
"46541_at"	"2.64e-05"	"5.62e-07"	"5.199372"	"5.83113"	"1.1064731"	"RBBP6"	"retinoblastoma binding protein 6"
"53237_at"	"2.64e-05"	"5.63e-07"	"5.199106"	"5.82996"	"0.77832"	""	""
"51022_at"	"2.71e-05"	"5.81e-07"	"-5.192519"	"5.80098"	"-0.6247649"	"BNC2"	"basonuclin 2"
"51529_at"	"2.71e-05"	"5.84e-07"	"5.191201"	"5.79518"	"0.5293074"	""	""
"45719_at"	"2.71e-05"	"5.87e-07"	"-5.190141"	"5.79052"	"-1.0756831"	"CPM"	"carboxypeptidase M"
"45297_at"	"2.71e-05"	"5.88e-07"	"-5.189745"	"5.78878"	"-0.7732677"	"EHD2"	"EH-domain containing 2"
"49550_at"	"2.73e-05"	"5.94e-07"	"5.187568"	"5.77921"	"0.8055609"	"PNISR"	"PNN-interacting serine/arginine-rich protein"
"51726_at"	"2.76e-05"	"6.04e-07"	"-5.184029"	"5.76366"	"-1.015022"	"JAZF1"	"JAZF zinc finger 1"
"44791_at"	"2.76e-05"	"6.06e-07"	"5.183386"	"5.76084"	"1.0878195"	"LOC100294337///KANSL1"	"hypothetical LOC100294337///KAT8 regulatory NSL complex subunit 1"
"50933_at"	"2.77e-05"	"6.09e-07"	"5.182257"	"5.75588"	"0.8282774"	"AMMECR1"	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
"48614_f_at"	"2.84e-05"	"6.27e-07"	"5.175928"	"5.7281"	"0.6366813"	""	""
"52970_at"	"2.85e-05"	"6.31e-07"	"-5.174581"	"5.72219"	"-0.7555026"	"DACT1"	"dishevelled-binding antagonist of beta-catenin 1"
"42745_at"	"2.88e-05"	"6.39e-07"	"5.1718"	"5.71"	"0.8475385"	""	""
"52023_at"	"2.96e-05"	"6.61e-07"	"5.164421"	"5.67766"	"0.5553509"	"FAM195A"	"family with sequence similarity 195, member A"
"51370_f_at"	"3.03e-05"	"6.79e-07"	"5.158586"	"5.65211"	"0.5255393"	""	""
"56542_at"	"3.08e-05"	"6.94e-07"	"-5.153843"	"5.63136"	"-0.8439587"	"EIF4ENIF1"	"eukaryotic translation initiation factor 4E nuclear import factor 1"
"58688_at"	"3.08e-05"	"6.95e-07"	"-5.153603"	"5.63031"	"-0.679646"	"RAB23"	"RAB23, member RAS oncogene family"
"58771_at"	"3.16e-05"	"7.16e-07"	"-5.147278"	"5.60266"	"-1.0165936"	"EPHA3"	"EPH receptor A3"
"44422_r_at"	"3.16e-05"	"7.18e-07"	"5.146684"	"5.60006"	"0.576412"	""	""
"54575_at"	"3.20e-05"	"7.29e-07"	"5.143229"	"5.58497"	"1.0050679"	"GRHL2"	"grainyhead-like 2 (Drosophila)"
"45316_at"	"3.24e-05"	"7.41e-07"	"-5.139766"	"5.56985"	"-0.8502402"	"SCD5"	"stearoyl-CoA desaturase 5"
"45055_at"	"3.30e-05"	"7.57e-07"	"5.135207"	"5.54996"	"0.5888159"	""	""
"46253_at"	"3.32e-05"	"7.64e-07"	"5.133026"	"5.54044"	"0.4779472"	"SETD5"	"SET domain containing 5"
"51766_at"	"3.33e-05"	"7.70e-07"	"-5.131485"	"5.53373"	"-0.7424449"	"ZC3H13"	"zinc finger CCCH-type containing 13"
"45644_at"	"3.37e-05"	"7.81e-07"	"-5.128405"	"5.5203"	"-0.995785"	"SPATA6"	"spermatogenesis associated 6"
"54132_f_at"	"3.40e-05"	"7.90e-07"	"5.125876"	"5.50928"	"0.6516588"	""	""
"48023_at"	"3.51e-05"	"8.21e-07"	"5.117604"	"5.47327"	"0.5753794"	"FNBP1L"	"formin binding protein 1-like"
"43465_s_at"	"3.51e-05"	"8.22e-07"	"5.117182"	"5.47143"	"0.454983"	"GLYR1"	"glyoxylate reductase 1 homolog (Arabidopsis)"
"48727_at"	"3.57e-05"	"8.39e-07"	"-5.112677"	"5.45183"	"-0.5775182"	"HTRA1"	"HtrA serine peptidase 1"
"47851_at"	"3.58e-05"	"8.43e-07"	"-5.111755"	"5.44783"	"-1.2126684"	"MKX"	"mohawk homeobox"
"47157_at"	"3.62e-05"	"8.56e-07"	"-5.108465"	"5.43352"	"-1.1975462"	""	""
"43925_at"	"3.64e-05"	"8.64e-07"	"5.106352"	"5.42434"	"0.4550711"	"CMTM4"	"CKLF-like MARVEL transmembrane domain containing 4"
"58324_at"	"3.67e-05"	"8.73e-07"	"5.104108"	"5.41459"	"0.7988124"	"KIAA1147"	"KIAA1147"
"57772_g_at"	"3.68e-05"	"8.80e-07"	"5.102496"	"5.4076"	"0.8493358"	"ANKRD37"	"ankyrin repeat domain 37"
"42830_at"	"3.69e-05"	"8.85e-07"	"5.101119"	"5.40162"	"0.7622317"	""	""
"54964_at"	"3.74e-05"	"9.00e-07"	"-5.097579"	"5.38626"	"-0.4706585"	"KLHL42"	"kelch-like family member 42"
"57811_at"	"3.78e-05"	"9.11e-07"	"-5.09478"	"5.37411"	"-0.9041829"	"FBXO2"	"F-box protein 2"
"57709_at"	"3.79e-05"	"9.18e-07"	"-5.093242"	"5.36744"	"-0.5734321"	"ARHGAP23"	"Rho GTPase activating protein 23"
"56495_at"	"3.95e-05"	"9.60e-07"	"5.083443"	"5.32498"	"0.7678701"	"MLPH"	"melanophilin"
"43066_g_at"	"4.07e-05"	"9.92e-07"	"5.07616"	"5.29346"	"0.7610687"	"DNMT3A"	"DNA (cytosine-5-)-methyltransferase 3 alpha"
"44864_g_at"	"4.14e-05"	"1.01e-06"	"5.071652"	"5.27397"	"0.498316"	"SLC25A39"	"solute carrier family 25, member 39"
"43125_at"	"4.16e-05"	"1.02e-06"	"5.069773"	"5.26585"	"1.0316431"	""	""
"47347_at"	"4.20e-05"	"1.03e-06"	"5.066995"	"5.25384"	"0.6006262"	""	""
"56664_r_at"	"4.25e-05"	"1.05e-06"	"5.0641"	"5.24134"	"0.9408298"	""	""
"42809_at"	"4.28e-05"	"1.06e-06"	"5.061055"	"5.2282"	"0.5742249"	""	""
"55538_at"	"4.28e-05"	"1.06e-06"	"5.060924"	"5.22763"	"0.9019041"	"LOC100506057///STK32C"	"uncharacterized LOC100506057///serine/threonine kinase 32C"
"50635_at"	"4.32e-05"	"1.08e-06"	"5.058251"	"5.2161"	"0.4415825"	""	""
"43744_at"	"4.33e-05"	"1.08e-06"	"5.057147"	"5.21133"	"0.9467085"	"MIS18BP1"	"MIS18 binding protein 1"
"52966_at"	"4.55e-05"	"1.14e-06"	"5.045424"	"5.16081"	"0.5511631"	"CDCA8"	"cell division cycle associated 8"
"57369_at"	"4.56e-05"	"1.15e-06"	"5.044381"	"5.15632"	"0.7910447"	""	""
"54886_at"	"4.56e-05"	"1.15e-06"	"-5.043639"	"5.15312"	"-0.967353"	"PHLDB2"	"pleckstrin homology-like domain, family B, member 2"
"49906_at"	"4.61e-05"	"1.17e-06"	"5.040531"	"5.13974"	"0.9259786"	"EVL"	"Enah/Vasp-like"
"58466_s_at"	"4.66e-05"	"1.18e-06"	"5.037578"	"5.12704"	"0.5466912"	"NUCKS1"	"nuclear casein kinase and cyclin-dependent kinase substrate 1"
"52327_s_at"	"4.66e-05"	"1.19e-06"	"-5.036546"	"5.1226"	"-0.8006751"	"PHLDB2"	"pleckstrin homology-like domain, family B, member 2"
"44591_at"	"4.69e-05"	"1.20e-06"	"-5.034671"	"5.11454"	"-0.8859524"	"PODN"	"podocan"
"58702_at"	"4.69e-05"	"1.20e-06"	"-5.03388"	"5.11114"	"-0.9842426"	"SYTL4"	"synaptotagmin-like 4"
"42670_at"	"4.95e-05"	"1.27e-06"	"5.021479"	"5.05787"	"0.9629926"	"ACSL3"	"acyl-CoA synthetase long-chain family member 3"
"45820_at"	"5.01e-05"	"1.29e-06"	"-5.017972"	"5.04283"	"-0.9688845"	"HSPB7"	"heat shock 27kDa protein family, member 7 (cardiovascular)"
"55588_at"	"5.02e-05"	"1.30e-06"	"5.016923"	"5.03833"	"0.4214538"	"IGSF8"	"immunoglobulin superfamily, member 8"
"56265_at"	"5.05e-05"	"1.31e-06"	"-5.014937"	"5.02981"	"-0.617704"	"RBMS2"	"RNA binding motif, single stranded interacting protein 2"
"54110_at"	"5.19e-05"	"1.35e-06"	"5.008353"	"5.0016"	"0.4774456"	"FLVCR1"	"feline leukemia virus subgroup C cellular receptor 1"
"44605_at"	"5.25e-05"	"1.37e-06"	"5.004904"	"4.98683"	"0.4752676"	"FASTKD1"	"FAST kinase domains 1"
"57617_at"	"5.26e-05"	"1.38e-06"	"5.003217"	"4.97961"	"0.5879046"	"MARVELD2"	"MARVEL domain containing 2"
"44932_at"	"5.26e-05"	"1.39e-06"	"5.002864"	"4.9781"	"0.6066026"	""	""
"52851_at"	"5.26e-05"	"1.39e-06"	"5.002594"	"4.97695"	"0.8867909"	"AR"	"androgen receptor"
"55590_at"	"5.28e-05"	"1.40e-06"	"-5.000928"	"4.96982"	"-0.8333104"	"CELF2"	"CUGBP, Elav-like family member 2"
"53693_at"	"5.32e-05"	"1.41e-06"	"-4.998713"	"4.96034"	"-1.1261532"	"TSPAN2"	"tetraspanin 2"
"51635_at"	"5.35e-05"	"1.43e-06"	"4.996488"	"4.95083"	"1.0713735"	""	""
"45709_r_at"	"5.35e-05"	"1.43e-06"	"4.996418"	"4.95053"	"0.8406386"	"PEX26"	"peroxisomal biogenesis factor 26"
"55646_at"	"5.35e-05"	"1.43e-06"	"4.995724"	"4.94756"	"0.64634"	"SOX4"	"SRY (sex determining region Y)-box 4"
"48506_at"	"5.47e-05"	"1.47e-06"	"-4.990038"	"4.92326"	"-0.476407"	"NXN"	"nucleoredoxin"
"57543_at"	"5.50e-05"	"1.48e-06"	"4.988183"	"4.91534"	"0.504308"	"BAZ1A"	"bromodomain adjacent to zinc finger domain, 1A"
"59200_at"	"5.51e-05"	"1.49e-06"	"4.987242"	"4.91133"	"0.5967341"	"RALGAPA2"	"Ral GTPase activating protein, alpha subunit 2 (catalytic)"
"46674_at"	"5.52e-05"	"1.50e-06"	"-4.985866"	"4.90545"	"-0.4848683"	"PARD3"	"par-3 family cell polarity regulator"
"46698_at"	"5.60e-05"	"1.52e-06"	"-4.982052"	"4.88917"	"-0.6851163"	"RBMS1"	"RNA binding motif, single stranded interacting protein 1"
"44077_at"	"5.66e-05"	"1.54e-06"	"4.979287"	"4.87738"	"0.5069306"	"ANKZF1"	"ankyrin repeat and zinc finger domain containing 1"
"49349_at"	"5.71e-05"	"1.56e-06"	"-4.976521"	"4.86559"	"-0.7706535"	"C10orf54"	"chromosome 10 open reading frame 54"
"52242_s_at"	"5.98e-05"	"1.64e-06"	"-4.965658"	"4.81932"	"-0.9515542"	"LRCH1"	"leucine-rich repeats and calponin homology (CH) domain containing 1"
"46155_at"	"6.00e-05"	"1.65e-06"	"4.964241"	"4.81329"	"0.6434541"	"GNAS"	"GNAS complex locus"
"49118_r_at"	"6.07e-05"	"1.67e-06"	"4.960879"	"4.79899"	"1.0886038"	""	""
"58601_i_at"	"6.07e-05"	"1.68e-06"	"4.960583"	"4.79772"	"0.7337216"	"ZNF644"	"zinc finger protein 644"
"53865_at"	"6.08e-05"	"1.69e-06"	"4.959398"	"4.79269"	"0.5002101"	"UBAP2"	"ubiquitin associated protein 2"
"48494_at"	"6.09e-05"	"1.70e-06"	"4.957447"	"4.78439"	"0.6617511"	"SPIN1"	"spindlin 1"
"45882_at"	"6.09e-05"	"1.70e-06"	"4.957119"	"4.783"	"1.0033132"	""	""
"57228_at"	"6.09e-05"	"1.70e-06"	"-4.957089"	"4.78287"	"-0.8719115"	"GLIPR2"	"GLI pathogenesis-related 2"
"54287_at"	"6.10e-05"	"1.71e-06"	"4.956289"	"4.77947"	"0.8464953"	"NIN"	"ninein (GSK3B interacting protein)"
"44025_at"	"6.20e-05"	"1.74e-06"	"-4.952063"	"4.76152"	"-1.2173328"	""	""
"56637_at"	"6.21e-05"	"1.75e-06"	"4.950863"	"4.75642"	"1.1694056"	""	""
"43313_at"	"6.22e-05"	"1.76e-06"	"4.950104"	"4.7532"	"0.7673838"	"ZNF138"	"zinc finger protein 138"
"48350_at"	"6.28e-05"	"1.78e-06"	"4.946939"	"4.73976"	"1.0528521"	"FBXW8"	"F-box and WD repeat domain containing 8"
"59105_at"	"6.28e-05"	"1.79e-06"	"4.946666"	"4.7386"	"0.7772308"	"SLC25A37"	"solute carrier family 25 (mitochondrial iron transporter), member 37"
"42977_at"	"6.28e-05"	"1.79e-06"	"4.945838"	"4.73509"	"0.6086887"	"LOC100510391///NDUFA6-AS1"	"hypothetical LOC100510391///NDUFA6 antisense RNA 1 (head to head)"
"43751_at"	"6.37e-05"	"1.82e-06"	"-4.942195"	"4.71964"	"-0.7241911"	""	""
"48822_s_at"	"6.37e-05"	"1.83e-06"	"4.941681"	"4.71746"	"0.6298716"	"AK4"	"adenylate kinase 4"
"55461_at"	"6.40e-05"	"1.84e-06"	"-4.940017"	"4.7104"	"-0.8711709"	"ROBO1"	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
"55567_at"	"6.43e-05"	"1.86e-06"	"4.937708"	"4.70061"	"0.9943063"	"ADAM12"	"ADAM metallopeptidase domain 12"
"46231_at"	"6.43e-05"	"1.86e-06"	"-4.937514"	"4.69979"	"-0.5602578"	"MAPKAP1"	"mitogen-activated protein kinase associated protein 1"
"46737_s_at"	"6.57e-05"	"1.90e-06"	"4.932215"	"4.67734"	"0.8015635"	"KIFC2"	"kinesin family member C2"
"43801_f_at"	"6.63e-05"	"1.93e-06"	"4.929638"	"4.66643"	"0.5210664"	"MGAT4B"	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
"42740_at"	"6.71e-05"	"1.96e-06"	"4.926379"	"4.65264"	"0.9363182"	"TRIM33"	"tripartite motif containing 33"
"46266_at"	"6.71e-05"	"1.96e-06"	"-4.925531"	"4.64905"	"-0.7629414"	"SLC25A28"	"solute carrier family 25 (mitochondrial iron transporter), member 28"
"48497_at"	"6.74e-05"	"1.98e-06"	"4.924065"	"4.64285"	"0.4441453"	"RC3H2"	"ring finger and CCCH-type domains 2"
"57586_at"	"6.90e-05"	"2.03e-06"	"-4.918133"	"4.61778"	"-0.8436527"	"TMEM237"	"transmembrane protein 237"
"58806_at"	"6.95e-05"	"2.05e-06"	"4.915909"	"4.60838"	"0.4471483"	""	""
"47240_at"	"7.02e-05"	"2.08e-06"	"4.913006"	"4.59612"	"0.5504396"	""	""
"50099_at"	"7.03e-05"	"2.08e-06"	"4.912124"	"4.5924"	"1.10533"	"MS4A8"	"membrane-spanning 4-domains, subfamily A, member 8"
"43580_at"	"7.10e-05"	"2.11e-06"	"4.909444"	"4.58109"	"1.0560514"	"MORF4L2"	"mortality factor 4 like 2"
"57220_at"	"7.18e-05"	"2.14e-06"	"-4.906202"	"4.56741"	"-0.8249997"	"SLC25A28"	"solute carrier family 25 (mitochondrial iron transporter), member 28"
"46704_at"	"7.28e-05"	"2.18e-06"	"-4.902572"	"4.5521"	"-0.8005478"	"KLF3"	"Kruppel-like factor 3 (basic)"
"44010_at"	"7.30e-05"	"2.19e-06"	"4.901372"	"4.54704"	"0.5157836"	"RMI1"	"RecQ mediated genome instability 1"
"57146_at"	"7.42e-05"	"2.23e-06"	"-4.897204"	"4.52948"	"-0.7260109"	"RNF185"	"ring finger protein 185"
"53300_at"	"7.78e-05"	"2.34e-06"	"4.885803"	"4.4815"	"0.9686487"	""	""
"46830_at"	"7.80e-05"	"2.35e-06"	"4.884897"	"4.4777"	"0.6132281"	""	""
"58494_r_at"	"7.83e-05"	"2.37e-06"	"4.883178"	"4.47047"	"0.9680303"	"MALAT1"	"metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)"
"52054_at"	"7.94e-05"	"2.41e-06"	"4.879641"	"4.45561"	"0.9192835"	"VAV2"	"vav 2 guanine nucleotide exchange factor"
"44676_at"	"7.99e-05"	"2.43e-06"	"-4.87731"	"4.44581"	"-0.8913436"	"RDH10"	"retinol dehydrogenase 10 (all-trans)"
"45293_at"	"7.99e-05"	"2.44e-06"	"-4.87664"	"4.443"	"-0.5976704"	"KCTD10"	"potassium channel tetramerization domain containing 10"
"45298_at"	"7.99e-05"	"2.44e-06"	"-4.876497"	"4.4424"	"-0.5217257"	"CHMP4B"	"charged multivesicular body protein 4B"
"50770_at"	"8.14e-05"	"2.50e-06"	"4.871788"	"4.42264"	"1.0709376"	"SGOL2"	"shugoshin-like 2 (S. pombe)"
"44055_at"	"8.28e-05"	"2.55e-06"	"4.867178"	"4.4033"	"1.0336967"	"FAM72A///FAM72D///FAM72B///FAM72C"	"family with sequence similarity 72, member A///family with sequence similarity 72, member D///family with sequence similarity 72, member B///family with sequence similarity 72, member C"
"58897_f_at"	"8.75e-05"	"2.70e-06"	"4.854034"	"4.34825"	"0.8983435"	"THOC2"	"THO complex 2"
"45717_at"	"8.75e-05"	"2.70e-06"	"4.853702"	"4.34686"	"0.7901102"	"C19orf48"	"chromosome 19 open reading frame 48"
"43924_at"	"8.82e-05"	"2.73e-06"	"-4.851344"	"4.337"	"-1.0561064"	"SNCAIP"	"synuclein, alpha interacting protein"
"48011_at"	"8.83e-05"	"2.74e-06"	"-4.850487"	"4.33341"	"-0.5860049"	"ACSF2"	"acyl-CoA synthetase family member 2"
"58481_i_at"	"8.91e-05"	"2.77e-06"	"4.847881"	"4.32252"	"0.6167775"	"NUCKS1"	"nuclear casein kinase and cyclin-dependent kinase substrate 1"
"44793_s_at"	"8.92e-05"	"2.78e-06"	"-4.847052"	"4.31905"	"-0.4952956"	"FBLIM1"	"filamin binding LIM protein 1"
"44887_at"	"8.97e-05"	"2.81e-06"	"4.845242"	"4.31149"	"0.9344568"	""	""
"43792_at"	"8.98e-05"	"2.82e-06"	"4.844134"	"4.30686"	"0.5398249"	"WDR43"	"WD repeat domain 43"
"46999_at"	"8.98e-05"	"2.83e-06"	"-4.843704"	"4.30506"	"-0.806921"	"BDH2"	"3-hydroxybutyrate dehydrogenase, type 2"
"57154_at"	"9.01e-05"	"2.84e-06"	"-4.842376"	"4.29951"	"-0.5278118"	"RAB31"	"RAB31, member RAS oncogene family"
